,question,answer,img_id,type
7243,chuyện gì đang xảy ra trên đường,tàu hỏa,372070,0
7244,những gì nghiêng trên cỏ ăn,con ngựa,523681,0
7245,cái gì đang ngồi trong đĩa bạc,sandwich,361739,0
7246,những gì tươi sáng và đầy nắng trước cửa sổ,chậu,369594,0
7247,có gì bên cạnh kệ với khăn,nhà vệ sinh,538589,0
7248,"xe buýt hai tầng ở edinburgh là gì, scotland; một tour du lịch",xe buýt,524775,0
7249,những gì có nhiều rau và phô mai,pizza,577321,0
7250,con ngựa nâu và ngựa trắng đang ăn gì,hay,350051,0
7251,những gì đang đi xuống đường dọc theo cáp,xe đẩy,434867,0
7252,người đàn ông hói vàng đang giữ gì,chuối,558611,0
7253,những gì đang chiến đấu trên miếng thức ăn,hươu cao cổ,420472,0
7254,chàng trai trẻ với ván trượt lướt qua những gì,xe buýt,577403,0
7255,những gì lái dọc theo con phố qua những cây cọ vào một ngày nhiều mây,xe ô tô,473050,0
7256,điều gì làm cho việc hạ cánh tại một sân bay,máy bay,378859,0
7257,cô gái nhỏ mặc những gì đang làm pizza,áo sơ mi,405444,0
7258,những gì đang được xem qua các dòng điện,máy bay,410221,0
7259,những gì dưới chiếc ô lớn trong một chiếc giường thú cưng,con mèo,493074,0
7260,gấu teddy nhồi bông nào trên một chi trên cây,màu cam,419116,0
7261,những gì bị cắt một nửa trên một tấm,sandwich,543224,0
7262,những gì ngồi trong nước,con thuyền,543300,0
7263,những gì ngồi bên cạnh một chiếc máy bay khác,máy bay,395849,0
7264,người đàn ông cầm những gì chuẩn bị ném nó,dĩa nhựa,409198,0
7265,cái gì đang nằm trên thứ màu xanh,tách,557510,0
7266,nhà bếp là một cái bồn rửa và một bộ đếm,bếp,444390,0
7267,con gì đang đi qua đám cỏ gần bãi đậu xe,con vịt,578703,0
7268,những gì nằm trên cỏ và trừng mắt nhìn vào một cái gì đó,gấu,539678,0
7269,"con hươu cao cổ thè lưỡi, được cho ăn gì bằng tay",cà rốt,518721,0
7270,những gì đang di chuyển trên phố hẹp,xe buýt,571584,0
7271,cái gì đang ngồi trong cái cốc đầy màu sắc,bàn chải,365385,0
7272,người phụ nữ cầm cái gì và mỉm cười trong phòng tắm,bàn chải,351133,0
7273,trẻ nhỏ đang giữ và đi xuống một bãi biển là gì,diều,397151,0
7274,những gì gặm cỏ trên cánh đồng trong khi mặt trời chiếu sáng,con bò,567253,0
7275,đứa trẻ trẻ đang giữ gì,chiếc ô,401552,0
7276,đang ngồi trong bếp cái gì vậy,tủ đá,554523,0
7277,"những gì sơn màu đỏ, trắng và xanh",vòi,479195,0
7278,những gì ngồi trên bồn rửa,bàn chải,403863,0
7279,người phụ nữ đẩy đầy hoa tổng hợp xuống phố làm gì,xe đạp,340998,0
7280,julienned những gì trong món ăn trên quầy bếp,rau,528866,0
7281,"những gì có nhà vệ sinh, bồn rửa có gương và vòi hoa sen",phòng tắm,570736,0
7282,những gì hiện chiếc xe hiển thị tính năng,xe ô tô,349344,0
7283,cái gì đậu ở bãi đậu xe cạnh nhau,xe buýt,350309,0
7284,những gì trông không thoải mái khi nghỉ ngơi trên bàn,con mèo,569333,0
7285,cái gì đang ở trên ghế,cái kệ,538259,0
7286,những gì đang ở trong túi hành lý,máy vi tính,578553,0
7287,con chim đen lớn bay trên tuyết bao phủ là gì,núi,341567,0
7288,những gì đang bay cao gần ngọn hải đăng trên mặt nước,diều,493102,0
7289,những gì nằm trong một căn phòng bị bỏ hoang,bồn tắm,544597,0
7290,bạn của con chó này là gì,gấu,537636,0
7291,những gì đang phát triển bên trong chai màu xanh lá cây,cây,580608,0
7292,người phụ nữ mặc những gì đang cưỡi ngựa,mũ,542634,0
7293,có gì đứng một mình trong tự nhiên,ngựa rằn,400336,0
7294,người đeo mặt nạ mờ đang sử dụng cái gì vậy,điện thoại,473466,0
7295,những gì đang đứng cùng nhau trên bãi cỏ gần một ngọn đồi,hươu cao cổ,508580,0
7296,cái gì nằm bên cạnh cái cây,xe tay ga,360540,0
7297,những gì đang chạy và băng qua con đường đất,hươu cao cổ,574725,0
7298,người phụ nữ mặc một chiếc váy đang cưỡi ngựa là gì,xe đạp,549390,0
7299,những gì đứng trên đường trong một trò chơi bảo tồn,ngựa vằn,384258,0
7300,đầu máy nào di chuyển xuống các đường ray,động cơ,431523,0
7301,người trượt tuyết ở đâu bên cạnh một đường màu xanh trong tuyết,núi,413948,0
7302,cái gì được tổ chức trên cột trên vỉa hè cạnh một tòa nhà,đồng hồ,460149,0
7303,những gì đỗ trên đường đối diện với xe,xe máy,538792,0
7304,những gì được xếp hàng trên đường bên cạnh nhau,xe máy,391011,0
7305,những gì mặt trời ở bãi biển,chiếc ô,412813,0
7306,những gì đang bay giữa để dừng đèn vào buổi tối,con chim,520232,0
7307,những gì giữ những bông hoa màu vàng và đỏ,lọ cắm hoa,482134,0
7308,những gì đi lại trên đường ray trong khu đô thị lớn,xe lửa,520503,0
7309,những gì được tổ chức tốt với nguồn cung cấp,cái bàn,488201,0
7310,cái gì được cắt thành nhiều mảnh trên bàn,sandwich,338581,0
7311,hai người giữ những gì,ván lướt sóng,394535,0
7312,những gì đứng trên cỏ gần nước,con voi,580951,0
7313,người đàn ông mang cái gì trên bãi biển có sóng,ván lướt sóng,352027,0
7314,những gì giữ và sắp xếp cây xanh,lọ cắm hoa,439738,0
7315,những gì giữ một số rau trộn với một số nước sốt,bát,558640,0
7316,cái gì ở đó chứa đầy chất lỏng và chất rắn không xác định,cái lọ,352794,0
7317,cái gì gắn vào tường phòng tắm,bồn tiểu,348045,0
7318,những gì có kích thước nhỏ được bao phủ trong salad và nhiều yếu tố khác,pizza,525646,0
7319,những gì đánh hơi không khí gần một tách cà phê,con chó,521348,0
7320,cậu bé đang bay là gì,diều,392687,0
7321,"những gì bên cạnh quả lê, một cốc và một chai trà",điện thoại,546626,0
7322,những gì đang đi bộ xuống phố thành phố bận rộn,con bò,416385,0
7323,những gì có hàng trăm cửa sổ và đồng hồ cao lên gần đầu,tòa nhà,553588,0
7324,"những gì, với một chiếc cà vạt và áo khoác",áo sơ mi,438426,0
7325,hai thứ đang ngủ trên bàn,con mèo,499365,0
7326,những gì lộn xộn được định vị ở phía trước cửa sổ,giường,469857,0
7327,những gì đứng trong cánh đồng được bao quanh bởi rừng trong một sở thú,hươu cao cổ,460379,0
7328,những gì chứa đầy rau và nước dùng trắng,bát,484069,0
7329,"những gì đứng gắn liền với xe ngựa, bị một người phụ nữ chạm vào",con ngựa,430788,0
7330,chewing trên cành cây là gì,quán bar,387355,0
7331,những gì được cập cảng ở bến cảng dưới bầu trời xanh nhiều mây,con thuyền,384215,0
7332,những gì đang nằm lộn ngược trên giường,con chó,575957,0
7333,thứ gì đang ngậm dĩa nhựa trong miệng khi nó đang chạy,con chó,572825,0
7334,hai người phụ nữ mang gì đi trong mưa,chiếc ô,365170,0
7335,có một người phụ nữ đang cầm cái gì,donut,341603,0
7336,những gì đỗ trái ngược với một số người khác,xe máy,408830,0
7337,những gì chứa đầy sushi và rau,hộp,516871,0
7338,những gì đang bay thành hình trên bầu trời xanh,máy bay,474410,0
7339,những gì phục vụ trong các chảo thép không gỉ được phục vụ tại bàn,chén đĩa,505240,0
7340,người phụ nữ trong váy màu hồng là gì,chiếc ô,401446,0
7341,những gì đang ở trên một bãi biển bên cạnh đại dương,con thuyền,561979,0
7342,những gì nằm trong chiếc ghế gỗ mộc mạc,con chó,461156,0
7343,cặp đôi cưỡi những gì bên cạnh một dòng sông,con voi,548420,0
7344,điều gì đang lái qua một giao điểm trong khi xe đang chờ,xe ô tô,539436,0
7345,những gì đang đứng trong sân với một món đồ chơi trong miệng của nó,con chó,403421,0
7346,những gì đang đến để hạ cánh,máy bay,564911,0
7347,những gì đang ngồi cùng nhau trên một chiếc giường trên giường,con chó,550713,0
7348,và ăn những gì tại sở thú với những con voi khác đằng sau anh ta,bãi cỏ,411043,0
7349,những gì đang cất cánh trên đường băng,máy bay,352151,0
7350,cái gì bị lật bên đường,xe tải,497791,0
7351,thứ nằm trong góc phòng ngủ gần một bức tranh có khung và cặp đèn,giường,376718,0
7352,một người đang cưỡi cái gì,ván trượt,577403,0
7353,một mình trong cây bút là gì,con voi,431165,0
7354,cái gì đang trong thùng chứa,donut,497484,0
7355,những gì lấy ở tốc độ màn trập chậm trên đường phố vào ban đêm,bức ảnh,400367,0
7356,những gì nằm trong bóng râm của khu vườn rừng được quy hoạch tốt này,băng ghế,507313,0
7357,cái gì đang đỗ trên đường băng lớn,máy bay,393869,0
7358,những gì chứa đầy hoa trên mặt quầy,lọ cắm hoa,421401,0
7359,những gì ngồi trong bến tàu trong nước bẩn,con thuyền,455588,0
7360,cái gì đứng bên dưới cái cây bên cạnh bến du thuyền,hươu cao cổ,338607,0
7361,cái gì đang đậu ở phía trước của một chiếc xe tải,xe máy,359715,0
7362,những gì đang trôi nổi trên mặt nước tại công viên,con vịt,460972,0
7363,những gì đang giữ một con gà và các loại rau,cái mâm,345137,0
7364,người phụ nữ trẻ cưỡi những gì giữ một lá cờ,con ngựa,385540,0
7365,những gì dưới những con cừu lớn hơn,con cừu,512938,0
7366,những gì được hiển thị với các sản phẩm khác trong nền,táo,352377,0
7367,ba người thả những gì với ba khuôn mặt cười trên đó,diều,517793,0
7368,những gì con tàu đến xung quanh điểm ngôi nhà ánh sáng,hàng hoá,537668,0
7369,những gì thiết lập trên một chiếc ghế dài để bạn bè chơi cùng nhau,laptop,517081,0
7370,cái gì đang ngồi trên bàn làm việc,máy tính,340894,0
7371,những gì được dán nhãn `` ngựa '' đang lái xe xuống đường vào giữa buổi chiều,xe tải,403919,0
7372,những gì có bánh sandwich chuẩn bị với một mặt súp và salad vườn,quán ăn,519460,0
7373,người đàn ông mặc vest đang buộc cái gì vậy,cà vạt,428554,0
7374,những gì đang bay hình thành trên bầu trời có mây mù một phần,máy bay,504378,0
7375,những gì xung quanh bó cây,băng ghế,507313,0
7376,cái gì nằm thẳng trên ghế,máy sấy khô,355124,0
7377,gôn bên cạnh cây sồi là gì,quả bóng,399532,0
7378,cái gì đang đậu trên cỏ,xe tải,338428,0
7379,những gì đi bộ cùng nhau trong safari,hươu cao cổ,492506,0
7380,cruise đang đi trên đại dương là gì,con thuyền,543300,0
7381,thịt và bông cải xanh có gì đặc trưng với nhau,món ăn,352418,0
7382,những gì có bên trong túi hành lý,laptop,578553,0
7383,những gì rất xa trên không khí,diều,424601,0
7384,những gì được treo ở phía bên của một bức tường,bức tranh,571215,0
7385,những gì được treo bên trong tòa nhà để trưng bày,máy bay,477700,0
7386,khung cảnh phía trên máy bay phản lực jumbo là gì,bầu trời,480223,0
7387,"những gì được bao quanh bởi những chiếc lá đầy màu sắc, rơi, mùa thu",băng ghế,496093,0
7388,nhặt những gì đậu ở rất nhiều trên đường,xe tải,371054,0
7389,những gì chứa đầy những mảnh quần áo màu sắc khác nhau,cái túi,352080,0
7390,những khu vực cỏ trong môi trường sống tự nhiên của mình,con voi,426687,0
7391,chuyến tàu chở những gì dừng lại ở một nhà ga xe lửa,xe ô tô,423215,0
7392,kích thước trung bình đã được vận chuyển bằng cách phun graffiti được sơn ở bên cạnh,hàng hoá,398220,0
7393,cái gì ngập một phần trong nước,con voi,510154,0
7394,những gì được nhìn thấy trên đĩa,pizza,520154,0
7395,những gì đã làm với màu trắng gần như hoàn toàn,phòng tắm,555012,0
7396,cái gì với nhà vệ sinh và khung ảnh bên trong bồn tắm,phòng tắm,342295,0
7397,"con ngựa vẽ những gì đang di chuyển trên đường phố, mọi người đi bên cạnh nó",xe,353807,0
7398,cái gì được chiếu sáng lờ mờ bởi bóng đèn trên cao,phòng tắm,576576,0
7399,ngồi trên một chiếc ghế nhỏ làm bằng gỗ,con chó,461156,0
7400,những gì đang dựa xuống để đến một nhánh cây,hươu cao cổ,425153,0
7401,tất cả trong container trong cửa sổ là gì,trái cây,386210,0
7402,những gì được bao phủ trong hộp bánh pizza mini,gấu,371782,0
7403,"cái gì đứng cạnh với chuối, kiwis và đu đủ",hoa quả,581781,0
7404,"những gì đang ngồi trong một vòi hoa sen, bức ảnh có màu đen và trắng",cái ghế,532126,0
